"전남경찰, 수해복구 현장 복구에 ""총력""",  Copyright ⓒ  &
"[전문] 김부겸 아내 이유미씨 ""친오빠 이영훈 교수 때문에 남편 곤혹""",  Copyright ⓒ  &
"경기도, 폐석면 배출·수집·운반 불법행위 집중 수사",  Copyright ⓒ  &
"""코백스 백신"" 1분기 도입...총 3600만명분 계약-협약 완료","화이자의 코로나19 백신.	 사진|AFP연합뉴스 정부가 국제 백신개발·공급 프로젝트인 코백스 퍼실리티와의 계약을 통해 1000만명분의 백신을 확보, 내년 1분기부터 도입한다.	 이로써 정부가 당초 구매하기로 결정한 4600만명분의 코로나 백신 중 3600만명분에 대한 구매계약 체결은 완료됐고 나머지 1000만명분은 계약 체결이 진행중이다.	정은경 질병관리청장은 28일 중앙방역대책본부 정례 브리핑에서 ""코백스 퍼실리티와의 1000만명분 협약 체결을 지난 10월 9일 완료해 총 3600만명분의 백신을 계약완료 했다""고 밝혔다.	질병관리청은 코백스 퍼실리티를 통해 확보한 백신 물량과 아스트라제네카 백신은 1분기부터, 얀센 백신 600만명분은 2분기부터, 화이자 백신은 3분기부터 백신 공급에 나설 계획이다.	정 청장은 ""선구매한 백신은 내년 내년 2~3월부터 순차적으로 국내에 들어오는데, 바로 접종이 가능하도록 할 것""이라며 ""고위험 의료기관 종사자, 요양병원 입소 노인 등 고위험군에 대한 예방접종을 인플루엔자가 유행하는 11월 이전까지 마무리하는 계획을 마련하겠다""고 설명했다.	앞서 질병관리청과 보건복지부, 식품의약품안전처, 외교부는 지난 8일 ""'코백스 퍼실리티'를 통해 1000만명분, 아스트라제네카와 화이자, 모더나에서 각각 1000만명분, 얀센에서 400만명분 등 모두 4400만명분의 백신을 선구매할 계획""이라고 밝힌 바 있다.	정부가 확보한 3600만명분의 백신은 이미 구매 계약 체결을 완료했다고 밝힌 아스트라제네카 백신 1000만명분과 화이자 백신 1000만명분, 얀센 백신 600만명분이다.	 얀센 백신은 당초 예정된 물량보다 200만명분이 더 늘어 도입 예정 목표 물량은 4600만명분이다.	모더나 백신 1000만명분은 여전히 계약 체결을 진행하고 있다.	 정부가 구매 계약을 체결했거나 구매할 예정인 4600만명분의 백신은 우리나라 전체 인구 5183만명의 88.8%에 해당하며, 백신 접종 가능인구인 18세 이상 인구의 104.3%에 해당한다.	 정 청장은 ""통상 집단면역을 위해서는 전체 인구의 60~70%가 항체 형성이 필요하다는 학계 의견을 감안할 때 이는 국내 집단면역 형성에 충분한 물량""이라고 전했다.	질병관리청은 우선 접종권장 대상자로 의료기관 종사자 요양병원 등 집단시설 생활자 및 종사자, 65세 이상, 성인 만성 질환자, 소아청소년 교육·보육시설 종사자 및 직원, 코로나19 1차 대응요원, 경찰·소방 공무원·군인 등을 검토하고 있다고 밝혔다."
"경기도, 수질검사 없이 지하수 사용 등 14군데 업소 적발",  Copyright ⓒ  &
"서울시, 코로나19 확산 우려 광복절 대규모 집회금지 행정명령",  Copyright ⓒ  &
"""이재용 프로포폴"" 의혹 제보자, 공갈 혐의로 구속. ""추가폭로"" 돈 요구",  Copyright ⓒ  &
무더위 시원·오싹하게 날려줄 롯데월드 ‘어드벤처·서울스카이·아쿠아리움’으로 떠나볼까,  Copyright ⓒ  &
"경기도 특사경,사건수리·내사처리 지침 마련",  Copyright ⓒ  &
"경기도,발주공사 응찰 페이퍼컴퍼니 A사·일당 응분 댓가 조치",  Copyright ⓒ  &
"구례군, 집중호우 잠정피해액 1268억 집계",  Copyright ⓒ  &
"홍콩 빈과일보 사주 지미라이, 하루만에 석방. 밤샘 시위 지지자들 ""끝까지 싸운다""",  Copyright ⓒ  &
"경기도, 중고차 허위매물 판매 사이트 31곳 수사 의뢰",  Copyright ⓒ  &
"고흥군, 24시 편의점 대상 여성안심 지킴이집 운영",  Copyright ⓒ  &
몸캠피싱 사이버 보안 업체 ‘디시즌팩토리’ 피씽 예방법 알려,"== 인기 연예인과 유튜버의 불법동영상 제작 및 유포, 텔레그램 N번방 사건 등으로 알려진 불법촬영물 범죄 ‘몸캠피싱’이 사회적 문제로 심화되고 있다.	경찰청이 발표한 자료에 따르면 지난해 발생한 몸캠피싱은 1,824건으로 2015년 102건 대비 17.8배 증가했다.	 몸캠피싱 피해 규모는 지난해 55억원으로 3년새 약 6배 늘어났지만, 몸캠피싱 검거율은 지난해 26.2%에 그쳐 3년 연속 20%대에 머물고 있다.	또한 경찰청의 관련 자료에 따르면, 불법촬영 및 유포 범죄는 2016년 5,185건, 2017년 6,465건, 2018년 5,925건, 2019년 지난해 5,762건으로 매년 5,000 건 이상 발생했다.	몸캠피씽은 온라인 특성 상 한번 유포되면 빠르게 전파될 수 있어 피해자에게 막대한 피해를 끼칠 수 있다.	 과거 몸캠피씽은 개인의 범죄 유형이었다면, 최근에는 N번방 사건처럼 조직적인 형태로 진화되면서 피해 규모도 더욱 증가하고 있다.	정부와 관련 지자체는 대안을 마련하고 디지털 성범죄 근절을 위한 다양한 대책을 제시하고 있지만, 개인이 홀로 대응하기엔 어려움에 처할 수밖에 없다.	 이에 몸캠피싱 피해를 입었다면 신속하게 전문가를 찾아 도움을 청하는 것이 바람직하다.	이러한 가운데 사이버 보안 전문 업체 ‘디시즌팩토리’는 이러한 몸캠피씽 피해자들을 위해 구제방안 및 대처법을 제공해 주목을 받고 있다.	 또 신속한 대응을 위하여 24시간 무료상담센터를 운영하고 있다.	‘디시즌팩토리’ 관계자는 “인터넷 협박 및 핸드폰 해킹 등 몸캠피싱으로 협박을 받고 있다면 즉시 전문적인 업체를 찾아야 한다”며 “예방을 위해서는 함부로 SNS 친구추가를 실시하지 않아야 하며, 음란행위를 요구하는 채팅은 단호히 거절하고 아울러 신뢰할 수 없는 파일도 함부로 열어보지 않아야 한다”고 전했다."
"서울 주요도로 통제,월요일 출근길 비상 ""대중교통 이용해야""",  Copyright ⓒ  &
폭우 잦아들며 한강수위 낮아져..잠수교 제외 서울 도로 교통통제 해제,  Copyright ⓒ  &
전남 곡성 산사태 현장서 시신 1구 추가 발견,  Copyright ⓒ  &
전남 곡성 산사태로 주택 덮쳐 현장서 4명 사망,  Copyright ⓒ  &
"광주광역시, 불법 성매매 근절 대책 추진",  Copyright ⓒ  &
"중국매체,미국의 케리 람 등 제재에 ""또다시 검은 손 썼다"" 비난",  Copyright ⓒ  &
"안양시의회 민주당 12명 의원실, 경찰 전격 ""압수수색""",  Copyright ⓒ  &
"이재명 ""연 24% 대부업체 고금리 10%로 낮춰달라""",  Copyright ⓒ  &
"경기도, 개발제한구역내 불법행위 92건 적발 형사 입건",  Copyright ⓒ  &
"용인시, 모현읍 산사태 골프장 관리동 매몰 2명 긴급구조",  Copyright ⓒ  &
"경찰청장 """"정인이 사건"" 수사 미흡 사과…양천서장 대기발령""",  Copyright ⓒ  &
"장휘국 광주시교육감, 연말 맞이 6개 기관에 위문품 전달",  Copyright ⓒ  &
[속보]공관에서 박원순 시장 유서 발견,  Copyright ⓒ  &
"시흥시, 260여명 아동 대상 고위험군 집중 점검",  Copyright ⓒ  &
"수원시, 화서역 앞 ""화산지하차도"" 차량통행 재개",  Copyright ⓒ  &
폭우로 서울 동부간선도로 전면 통제…월계1교·증산교·잠수교도 진입 통제,  Copyright ⓒ  &
"""방귀끼지 말라고!"" 택시 안 방귀시비 칼부림, 흉기찔린 승객 중태",  Copyright ⓒ  &
"코로나 직격탄 美, 살인사건도 24% 급증, 총기류 사용사건 늘어",  Copyright ⓒ  &
중부지방 폭우 이어져…서울 동부간선도로 전면 교통통제,  Copyright ⓒ  &
"경기도. 특별사법경찰 업무 평가 ""최우수""",  Copyright ⓒ  &
"서울역 ""묻지마 폭행범"" 2월에도 처음보는 여성에 욕설, 침뱉는 등 상습전력",  Copyright ⓒ  &
"광주경찰, KTX철로 파손 평동산단 일대 안전운전 당부",  Copyright ⓒ  &
"몸캠피싱 보안센터 시큐어앱, 피씽 범죄 유포차단솔루션 제공해","디지털 성범죄로 구분되는 ‘몸캠피싱 ’이 최근 몇 년 동안 계속해서 증가하며 많은 피해를 입히고 있다.	 2017년 1234건이 적발됐던 이 수법은 2018년 1406건이 적발됐고, 2019년에는 1824년으로 늘어났다.	 피해액도 17년 18억에서 18년 30억, 19년 55억가량으로 증가했다.5년 전부터 성행하기 시작해 무서운 속도로 증가한 몸캠피싱은 여성으로 가장한 피의자가 불특정 남성에게 스마트폰 채팅앱이나 SNS를 통해 접근하여 카카오톡 영상통화로 음란행위를 하도록 유도하고, 이를 촬영한 뒤 피해대상의 지인들에게 유포한다고 협박하여 돈을 갈취하는 수법이다.	몸캠피씽 피의자들은 대게 조직적으로 활동하는 범죄일당으로 알려져 있다.	 이들은 특히 지인들의 연락처를 알아내는 과정에서 피해자의 스마트폰을 해킹하거나 SNS를 활용한다.	 가족, 친지 및 친구, 선후배, 직장 동료 등 피해자의 모든 지인들의 연락처를 확보한 뒤, 이들에게 유포한다고 협박하는 방식이다.	보안회사 시큐어앱 임한빈 대표는 “몸캠피씽에 당하면 금전적인 피해는 물론, 큰 정신적 피해까지 입을 수 있다”면서 “만약 부주의한 탓에 당하게 됐다면 협박범의 요구에 따르지 말고, 보안 전문가와 상의해 해결 방안을 찾는 것이 중요하다”고 설명했다.	모바일 보안 전문 업체 시큐어앱은 영상이 유포될 수 있는 루트 자체를 차단해 변수에 완벽히 대응하고 있다.	 현재 시큐어앱은 피해자들을 위해 365일 24시간 연중무휴로 유포차단솔루션을 공급하고 있으며 점점 늘고 있는 피해자를 고려해 인력을 보충하고, 즉각적인 대응을 펼치고 있다.	시큐어앱은 카톡영상통화를 이용한 영상통화협박, 몸또 등의 패턴을 정확히 파악하여 그에 맞는 차단솔루션을 제공한다.	 이후 apk파일을 심층적으로 분석해 유포가 진행되지 않도록 막고 24시간 차후 모니터링 서비스를 통해 자칫 2차, 3차 피해로 번질 수 있는 경우를 차단한다.	또, 24시간 긴급신고센터를 운영하며 몸캠피씽, 영상통화사기와 같은 디지털성범죄 및 사이버 금융 범죄 등 사이버 범죄 피해자들을 구제하고 있다.	시큐어앱 보안팀의 한 관계자는 “화상통화사기에 당했다면 동영상 유포 협박범에 대응할 것이 아니라 보다 신속히 보안 업체와 경찰에 알려 도움을 구해야 한다”며 “빠르게 악성코드를 분석해 유포를 차단할 수 있는 솔루션과 기술력을 가지고 보안 업체를 고르는 것도 중요하다”고 조언했다."
"이재명 ""위기 극복을 위해 사회적 책임 다해주셨다""",  Copyright ⓒ  &
"인천 남동구, 민선 7기 ‘전국 최초’ 추진 정책 담긴 전시물 설치",  Copyright ⓒ  &
"광주경찰, 전자출입명부 설치·운영",  Copyright ⓒ  &
"경기도, 2800톤 ""쓰레기산"" 만들고 방치 ...1명 구속",  Copyright ⓒ  &
"대한항공, ’하이브리드 드론’ 군대에 보급…""최대 비행 시간·고도·속도 개선""",  Copyright ⓒ  &
"소리로 세상을 움직이는 AI, 음성 및 자연어처리/분석 기술 주목",  Copyright ⓒ  &
"""사형 당해도 괜찮아"" 장대호, 무기징역 확정",  Copyright ⓒ  &
"대법, ""한강 몸통시신 사건"" 장대호 무기징역 확정...""반성없다""",  Copyright ⓒ  &
"“청각장애 기사 ‘귀’ 되겠다”…SKT·코액터스, ‘고요한M’ 8월1일부터 운행 시작",  Copyright ⓒ  &
"광주경찰, 이륜차·피서철 음주운전 집중 단속",  Copyright ⓒ  &
성탄절 앞두고 곳곳 산불…화마와 밤샘사투 끝 진화완료,  Copyright ⓒ  &
"인천 연수구, 행정복지센터 경찰과 연계 비상벨 설치",  Copyright ⓒ  &
"바로고, 절도범 추격 검거한 라이더에 감사장 전달",  Copyright ⓒ  &
"美10대 수백명, 놀이공원 점령해 ""아수라장""…놀이공원 측 ""운영이래 처음"" 황당",  Copyright ⓒ  &
"완도해경, 백골화 된 변사체 발견.. “신원 파악 중”",  Copyright ⓒ  &
"""재입북 탈북자"" 5년 새 ""11명"", 최근 재입북자 ""성폭행"" 혐의로 불구속 입건",  Copyright ⓒ  &
"경의선숲길 참새 집단폐사 사건범인 ""새똥 맞고 화나서 농약 모이 뿌렸다""",  Copyright ⓒ  &
KT경기중앙빌딩 관리소장 “KT가 그렇게(고발하라고) 시켰다”,  Copyright ⓒ  &
"""접촉사고 처리부터 하라"" 구급차 막아세운 택시기사 구속","'접촉사고 처리부터 하라'며 구급차를 막아세워 응급환자를 죽음으로 몰고 갔다는 비난을 받는 택시기사가 구속됐다.	서울동부지법 권덕진 영장전담 부장판사는 24일 ""주요 범죄혐의가 소명되고 증거를 인멸하거나 도망할 염려가 있다""라며 택시기사 최모씨의 구속영장을 발부했다.	최 씨는 지난달 8일 오후 강동구 지하철 5호선 고덕역 인근 한 도로에서 시설 구급차와 일부러 접촉사고를 내고 '사고 처리부터 해라.	  죽으면 내가 책임진다'라며 약 10분간 막아선 혐의를 받는다.	해당 구급차는 호흡 곤란을 호소하는 79세의 폐암 4기 환자를 병원으로 이송하는 중이었다.	 고령의 환자는 다른 119 구급차로 옮겨타고 병원에 도착했지만 끝내 숨을 거두었다.	숨진 환자의 아들이 택시기사가 이송을 방해하는 바람에 어머니가 세상을 떠났다며 그를 처벌해달라고 청와대 게시판에 국민청원을 올렸다.	 이 청원은 25일 현재까지 약 72만 명의 동의를 얻으면서 국민적 공분을 샀다.	최 씨는 사고 당시 강동구의 한 택시업체에 입사한 지 3주 정도 된 신입 기사였다.	 그는 사고 2주만인 지난달 22일 이 업체를 퇴사했다.	경찰은 강동경찰서 교통과가 수사 중인 이 사건에 같은 경찰서 형사과 강력팀 1곳을 추가로 투입하고 최 씨를 출국금지 조처하며 본격적인 수사를 벌이고 있다."
"일산 원창폐차장 화재, 2년에 한번씩 반복돼…불법소각 의혹",  Copyright ⓒ  &
"""1조원대 금융사기"" IDS홀딩스 사건, 검찰이 뒤 봐줬나",  Copyright ⓒ  &
